vehicle_id,trip_id,route_id,start_time,start_date,latitude,longitude,speed_mps,gps_timestamp,snapshot_time
DL51EV1814,2250_4_2,2250,04:02:24,20260323,28.684131622314453,77.14800262451172,0.0,1774219113,2026-03-22T22:38:49.785164
DL51GD8570,2206_4_3,2206,04:03:26,20260323,28.634422302246094,77.09742736816406,0.0,1774219113,2026-03-22T22:38:49.785164
DL1PD6960,1483_3_33,1483,03:33:05,20260323,28.6275691986084,77.20716094970703,0.0,1774219113,2026-03-22T22:38:49.785164
DL51GD8411,1483_3_33,1483,03:33:05,20260323,28.63618278503418,77.30831909179688,0.0,1774219113,2026-03-22T22:38:49.785164
DL51EV1678,2066_3_44,2066,03:44:24,20260323,28.52311897277832,77.08303833007812,0.0,1774219113,2026-03-22T22:38:49.785164
DL51GD3421,1490_3_50,1490,03:50:03,20260323,28.66847801208496,77.16523742675781,0.0,1774219113,2026-03-22T22:38:49.785164
DL51EV0946,1495_02_25,1495,04:06:31,20260323,28.556612014770508,77.08525085449219,0.0,1774219113,2026-03-22T22:38:49.785164
DL51EV3116,2066_3_33,2066,03:33:05,20260323,28.522918701171875,77.08303833007812,0.0,1774219112,2026-03-22T22:38:49.785164
DL51GD3294,1463_3_43,1463,03:43:22,20260323,28.66958999633789,77.16312408447266,0.0,1774219112,2026-03-22T22:38:49.785164
DL51GD9006,2229_4_7,2229,04:07:33,20260323,28.548612594604492,77.25663757324219,0.0,1774219112,2026-03-22T22:38:49.785164
DL1PD6775,2106_23_30,2106,23:30:21,20260322,28.50801658630371,77.1762466430664,0.0,1774219112,2026-03-22T22:38:49.785164
DL51EV0861,1665_4_6,1665,04:06:31,20260323,28.675039291381836,77.2254867553711,0.0,1774219112,2026-03-22T22:38:49.785164
DL51GD2638,1482_23_55,1482,23:58:53,20260322,28.599285125732422,77.17576599121094,0.0,1774219112,2026-03-22T22:38:49.785164
DL51EV9768,2226_3_33,2226,03:33:05,20260323,28.668249130249023,77.22802734375,0.0,1774219112,2026-03-22T22:38:49.785164
DL51EV1496,2206_4_4,2206,04:04:27,20260323,28.643457412719727,77.31661224365234,0.0,1774219112,2026-03-22T22:38:49.785164
DL51EV8959,1899_23_3,1899,23:03:45,20260322,28.66583824157715,77.22201538085938,0.0,1774219112,2026-03-22T22:38:49.785164
DL51GD2280,2860_4_6,2860,04:06:31,20260323,28.74410057067871,77.05094909667969,0.0,1774219111,2026-03-22T22:38:49.785164
DL51GD2546,1488_03_20,1488,03:35:08,20260323,28.70808982849121,77.17788696289062,0.0,1774219111,2026-03-22T22:38:49.785164
DL51GD2689,1492_23_05,1492,23:16:59,20260322,28.679790496826172,77.09217071533203,0.0,1774219111,2026-03-22T22:38:49.785164
DL51GD9685,1484_3_54,1484,03:54:10,20260323,28.646116256713867,77.31751251220703,0.0,1774219111,2026-03-22T22:38:49.785164
DL51EV9650,1914_03_49,1914,03:56:14,20260323,28.599498748779297,77.24072265625,0.0,1774219110,2026-03-22T22:38:49.785164
DL1PD6979,1483_3_45,1483,03:45:26,20260323,28.605180740356445,77.1272964477539,0.0,1774219110,2026-03-22T22:38:49.785164
DL51EV1973,2544_4_7,2544,04:07:33,20260323,28.695457458496094,77.1557846069336,0.0,1774219110,2026-03-22T22:38:49.785164
DL51EV1407,1693_3_44,1693,03:44:24,20260323,28.69980812072754,77.30030059814453,0.0,1774219110,2026-03-22T22:38:49.785164
DL51EV1779,2694_23_00,2694,22:58:42,20260322,28.643613815307617,77.3168716430664,0.0,1774219110,2026-03-22T22:38:49.785164
DL51EV2524,2694_21_17,2694,21:24:58,20260322,28.64409828186035,77.31661987304688,0.0,1774219109,2026-03-22T22:38:49.785164
DL51EV1707,2395_3_48,2395,03:48:31,20260323,28.692607879638672,77.15397644042969,0.0,1774219109,2026-03-22T22:38:49.785164
DL1PD6922,355_4_8,355,04:08:34,20260323,28.702322006225586,77.27587127685547,0.0,1774219109,2026-03-22T22:38:49.785164
DL1PD6682,2106_4_6,2106,04:06:31,20260323,28.640836715698242,77.22590637207031,0.0,1774219108,2026-03-22T22:38:49.785164
DL51EV1746,2395_3_33,2395,03:33:05,20260323,28.692609786987305,77.15408325195312,0.0,1774219108,2026-03-22T22:38:49.785164
DL51GD8688,2549_4_3,2549,04:03:26,20260323,28.701637268066406,77.08193969726562,0.0,1774219108,2026-03-22T22:38:49.785164
DL51GD9295,1295_4_8,1295,04:08:34,20260323,28.55065155029297,77.11425018310547,0.0,1774219108,2026-03-22T22:38:49.785164
DL51GD3231,1490_3_53,1490,03:53:08,20260323,28.66405487060547,77.1766357421875,0.0,1774219107,2026-03-22T22:38:49.785164
DL51EV3504,2395_3_56,2395,03:56:14,20260323,28.708059310913086,77.17790985107422,0.0,1774219107,2026-03-22T22:38:49.785164
DL51EV8835,1899_02_40,1899,03:52:07,20260323,28.5794677734375,77.25395202636719,0.0,1774219106,2026-03-22T22:38:49.785164
DL51GD9686,2379_4_6,2379,04:06:31,20260323,28.73008155822754,77.12176513671875,0.0,1774219106,2026-03-22T22:38:49.785164
DL1PD7228,1483_02_15,1483,03:33:05,20260323,28.628257751464844,77.24876403808594,0.0,1774219105,2026-03-22T22:38:49.785164
DL51EV8682,2455_3_58,2455,03:58:17,20260323,28.674545288085938,77.13151550292969,0.0,1774219103,2026-03-22T22:38:49.785164
DL51EV3503,2395_4_5,2395,04:05:29,20260323,28.68331527709961,77.22219848632812,0.0,1774219056,2026-03-22T22:38:49.785164
DL51GD8599,2206_3_33,2206,03:33:05,20260323,28.635190963745117,77.12954711914062,0.0,1774219018,2026-03-22T22:38:49.785164
DL51EV3041,2395_3_33,2395,03:33:05,20260323,28.693410873413086,77.15523529052734,0.0,1774219000,2026-03-22T22:38:49.785164
DL51EV1543,2694_23_15,2694,23:25:09,20260322,28.64332389831543,77.31614685058594,0.0,1774218970,2026-03-22T22:38:49.785164
DL51GD9236,2232_3_36,2232,03:36:10,20260323,28.54258918762207,77.22135925292969,0.0,1774218959,2026-03-22T22:38:49.785164
DL51GD9605,1295_4_6,1295,04:06:31,20260323,28.563610076904297,77.12140655517578,0.0,1774218937,2026-03-22T22:38:49.785164
DL51EV2539,2694_22_40,2694,22:56:36,20260322,28.643245697021484,77.31625366210938,0.0,1774218894,2026-03-22T22:38:49.785164
DL1PD6773,1933_3_51,1933,03:51:05,20260323,28.538352966308594,77.26760864257812,0.0,1774218866,2026-03-22T22:38:49.785164
DL51GD9673,1484_03_10,1484,03:33:05,20260323,28.62552261352539,77.06550598144531,0.0,1774218599,2026-03-22T22:38:49.785164
DL51EV4204,1776_23_30,1776,23:45:26,20260322,28.691152572631836,77.30975341796875,0.0,1774218598,2026-03-22T22:38:49.785164
DL51GD3396,1482_22_42,1482,22:42:26,20260322,28.521821975708008,77.08246612548828,0.0,1774218590,2026-03-22T22:38:49.785164
DL1PD6681,2226_3_33,2226,03:33:05,20260323,28.650083541870117,77.1536865234375,0.0,1774218488,2026-03-22T22:38:49.785164
DL51GD4237,2499_3_39,2499,03:39:15,20260323,28.74679183959961,77.05343627929688,0.0,1774218275,2026-03-22T22:38:49.785164
DL1PD4884,884_4_7,884,04:07:33,20260323,28.568679809570312,76.9761734008789,0.0,1774219109,2026-03-22T22:38:49.785164
DL1PD5790,1198_4_7,1198,04:07:33,20260323,28.532453536987305,76.91922760009766,0.0,1774219110,2026-03-22T22:38:49.785164
DL51GD3318,1481_01_55,1481,03:33:05,20260323,28.64397430419922,77.24036407470703,0.0,1774219402,2026-03-22T22:43:49.920373
DL1PD6680,1615_4_8,1615,04:08:34,20260323,28.6536922454834,77.15499877929688,0.0,1774219402,2026-03-22T22:43:49.920373
DL51EV2595,1693_3_50,1693,03:50:03,20260323,28.692218780517578,77.2918701171875,0.0,1774219401,2026-03-22T22:43:49.920373
DL51EV1725,2694_22_00,2694,22:11:52,20260322,28.668432235717773,77.2291488647461,0.0,1774219401,2026-03-22T22:43:49.920373
DL51EV0935,2395_4_5,2395,04:05:29,20260323,28.709787368774414,77.17599487304688,0.0,1774219401,2026-03-22T22:43:49.920373
DL51GD9668,1484_03_15,1484,03:33:05,20260323,28.610673904418945,77.09315490722656,0.0,1774219401,2026-03-22T22:43:49.920373
DL51EV1716,1693_4_1,1693,04:01:22,20260323,28.672245025634766,77.25878143310547,0.0,1774219401,2026-03-22T22:43:49.920373
DL51EV8682,2455_3_58,2455,03:58:17,20260323,28.678218841552734,77.10450744628906,0.0,1774219400,2026-03-22T22:43:49.920373
DL51GD8784,2206_3_33,2206,03:33:05,20260323,28.639883041381836,77.17781066894531,0.0,1774219400,2026-03-22T22:43:49.920373
DL1PD6726,1485_02_30,1485,04:06:31,20260323,28.634782791137695,77.1312026977539,0.0,1774219400,2026-03-22T22:43:49.920373
DL51GD8411,1483_3_33,1483,03:33:05,20260323,28.64398956298828,77.31658172607422,0.0,1774219399,2026-03-22T22:43:49.920373
DL51GD9624,1494_3_34,1494,03:34:07,20260323,28.644344329833984,77.17035675048828,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV1678,2066_3_44,2066,03:44:24,20260323,28.52301597595215,77.0830307006836,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV1814,2250_4_2,2250,04:02:24,20260323,28.70055389404297,77.15935516357422,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV3103,1497_04_25,1497,04:07:33,20260323,28.64652442932129,77.3145751953125,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV3533,1577_3_55,1577,03:55:12,20260323,28.82608413696289,77.13189697265625,0.0,1774219399,2026-03-22T22:43:49.920373
DL1PD6948,2530_4_6,2530,04:06:31,20260323,28.64739418029785,77.31769561767578,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV0946,1495_02_25,1495,04:06:31,20260323,28.556610107421875,77.08932495117188,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV1047,2549_4_10,2549,04:10:38,20260323,28.697473526000977,77.20772552490234,0.0,1774219399,2026-03-22T22:43:49.920373
DL51GD8570,2287_04_05,2287,04:10:38,20260323,28.6286678314209,77.07538604736328,0.0,1774219399,2026-03-22T22:43:49.920373
DL51EV0861,1665_4_6,1665,04:06:31,20260323,28.696125030517578,77.21199035644531,0.0,1774219398,2026-03-22T22:43:49.920373
DL51EV8959,1899_23_3,1899,23:03:45,20260322,28.665761947631836,77.2223892211914,0.0,1774219398,2026-03-22T22:43:49.920373
DL51GD3294,1463_3_43,1463,03:43:22,20260323,28.663040161132812,77.18180847167969,0.0,1774219398,2026-03-22T22:43:49.920373
DL51EV9768,2226_3_33,2226,03:33:05,20260323,28.66617202758789,77.22159576416016,0.0,1774219398,2026-03-22T22:43:49.920373
DL1PD6775,2106_23_30,2106,23:30:21,20260322,28.50813865661621,77.17601776123047,0.0,1774219398,2026-03-22T22:43:49.920373
DL51EV1496,2206_4_4,2206,04:04:27,20260323,28.639663696289062,77.31534576416016,0.0,1774219398,2026-03-22T22:43:49.920373
DL51EV3116,2066_3_33,2066,03:33:05,20260323,28.52275848388672,77.0829086303711,0.0,1774219398,2026-03-22T22:43:49.920373
DL51GD9685,1484_3_54,1484,03:54:10,20260323,28.637144088745117,77.31465911865234,0.0,1774219397,2026-03-22T22:43:49.920373
DL51GD2689,1492_23_05,1492,23:16:59,20260322,28.682003021240234,77.07110595703125,0.0,1774219397,2026-03-22T22:43:49.920373
DL51EV3503,2395_4_5,2395,04:05:29,20260323,28.70110321044922,77.19804382324219,0.0,1774219397,2026-03-22T22:43:49.920373
DL1PD8178,2433_18_37,2433,18:37:12,20260322,28.681640625,77.05339050292969,0.0,1774219397,2026-03-22T22:43:49.920373
DL51GD2280,2860_4_6,2860,04:06:31,20260323,28.731531143188477,77.03496551513672,0.0,1774219397,2026-03-22T22:43:49.920373
DL51GD2546,1488_03_20,1488,03:35:08,20260323,28.706096649169922,77.17289733886719,0.0,1774219397,2026-03-22T22:43:49.920373
DL51EV8675,1566_4_12,1566,04:12:41,20260323,28.714271545410156,77.17227172851562,0.0,1774219397,2026-03-22T22:43:49.920373
DL51GD9673,1484_03_10,1484,03:33:05,20260323,28.625558853149414,77.06551361083984,0.0,1774219397,2026-03-22T22:43:49.920373
DL51EV4204,1776_23_30,1776,23:45:26,20260322,28.6911678314209,77.30974578857422,0.0,1774219397,2026-03-22T22:43:49.920373
DL51EV1779,2694_23_00,2694,22:58:42,20260322,28.64362907409668,77.31693267822266,0.0,1774219396,2026-03-22T22:43:49.920373
DL1PD6979,1483_3_45,1483,03:45:26,20260323,28.596715927124023,77.14189910888672,0.0,1774219396,2026-03-22T22:43:49.920373
DL51EV1973,2544_4_7,2544,04:07:33,20260323,28.6827392578125,77.14575958251953,0.0,1774219396,2026-03-22T22:43:49.920373
DL51EV1407,1693_3_44,1693,03:44:24,20260323,28.690093994140625,77.31819915771484,0.0,1774219396,2026-03-22T22:43:49.920373
DL51EV9689,1995_4_12,1995,04:12:41,20260323,28.526487350463867,77.18439483642578,0.0,1774219396,2026-03-22T22:43:49.920373
DL51EV9650,1914_03_49,1914,03:56:14,20260323,28.57659339904785,77.23863220214844,0.0,1774219396,2026-03-22T22:43:49.920373
DL51GD9006,2229_4_7,2229,04:07:33,20260323,28.54648208618164,77.25165557861328,0.0,1774219396,2026-03-22T22:43:49.920373
DL1PD6922,355_4_8,355,04:08:34,20260323,28.704404830932617,77.25650024414062,0.0,1774219395,2026-03-22T22:43:49.920373
DL51EV9727,1913_02_54,1913,04:09:36,20260323,28.536828994750977,77.23201751708984,0.0,1774219395,2026-03-22T22:43:49.920373
DL51EV2524,2694_21_17,2694,21:24:58,20260322,28.643451690673828,77.31674194335938,0.0,1774219395,2026-03-22T22:43:49.920373
DL1PD6682,2106_4_6,2106,04:06:31,20260323,28.623031616210938,77.21280670166016,0.0,1774219394,2026-03-22T22:43:49.920373
DL51GD8688,2549_4_3,2549,04:03:26,20260323,28.697681427001953,77.09828186035156,0.0,1774219394,2026-03-22T22:43:49.920373
DL51EV9669,1996_4_11,1996,04:11:40,20260323,28.660388946533203,77.23155212402344,0.0,1774219394,2026-03-22T22:43:49.920373
DL51GD9295,1295_4_8,1295,04:08:34,20260323,28.564321517944336,77.12721252441406,0.0,1774219394,2026-03-22T22:43:49.920373
DL51GD3231,1490_3_53,1490,03:53:08,20260323,28.672182083129883,77.15118408203125,0.0,1774219393,2026-03-22T22:43:49.920373
DL51EV3504,2395_3_56,2395,03:56:14,20260323,28.708112716674805,77.17781066894531,0.0,1774219393,2026-03-22T22:43:49.920373
DL1PD8107,2449_4_11,2449,04:11:40,20260323,28.68186378479004,77.05592346191406,0.0,1774219393,2026-03-22T22:43:49.920373
DL51GD2254,1487_22_00,1487,23:17:52,20260322,28.648603439331055,77.24008178710938,0.0,1774219393,2026-03-22T22:43:49.920373
DL51GD8956,1483_02_55,1483,04:03:26,20260323,28.622011184692383,77.06945037841797,0.0,1774219392,2026-03-22T22:43:49.920373
DL51EV1069,1496_23_50,1496,23:35:33,20260322,28.556533813476562,77.0853042602539,0.0,1774219392,2026-03-22T22:43:49.920373
DL51EV8835,1899_02_40,1899,03:52:07,20260323,28.601909637451172,77.23854064941406,0.0,1774219392,2026-03-22T22:43:49.920373
DL51GD9686,2379_4_6,2379,04:06:31,20260323,28.735088348388672,77.11396789550781,0.0,1774219392,2026-03-22T22:43:49.920373
DL1PD7228,1483_02_15,1483,03:33:05,20260323,28.629024505615234,77.2776107788086,0.0,1774219391,2026-03-22T22:43:49.920373
DL51EV0957,1495_02_20,1495,03:43:22,20260323,28.567787170410156,77.12894439697266,0.0,1774219390,2026-03-22T22:43:49.920373
DL51GD3421,1490_3_50,1490,03:50:03,20260323,28.672740936279297,77.14681243896484,0.0,1774219388,2026-03-22T22:43:49.920373
DL1PD6960,1483_3_33,1483,03:33:05,20260323,28.639705657958984,77.22470092773438,0.0,1774219388,2026-03-22T22:43:49.920373
DL51GD2638,1482_23_55,1482,23:58:53,20260322,28.592790603637695,77.16353607177734,0.0,1774219365,2026-03-22T22:43:49.920373
DL51GD9010,1295_4_13,1295,04:13:43,20260323,28.555679321289062,77.08536529541016,0.0,1774219360,2026-03-22T22:43:49.920373
DL51GD9045,2918_3_55,2918,03:55:12,20260323,28.556055068969727,77.08570861816406,0.0,1774219345,2026-03-22T22:43:49.920373
DL51EV1746,2395_3_33,2395,03:33:05,20260323,28.692081451416016,77.15442657470703,0.0,1774219284,2026-03-22T22:43:49.920373
DL51EV1707,2395_3_48,2395,03:48:31,20260323,28.691999435424805,77.15442657470703,0.0,1774219208,2026-03-22T22:43:49.920373
DL51EV9715,1913_22_01,1913,23:03:45,20260322,28.651657104492188,77.237548828125,0.0,1774219191,2026-03-22T22:43:49.920373
DL1PD6872,1465_4_9,1465,04:09:36,20260323,28.586755752563477,77.25760650634766,0.0,1774219108,2026-03-22T22:43:49.920373
DL51GD8599,2206_3_33,2206,03:33:05,20260323,28.635190963745117,77.12954711914062,0.0,1774219018,2026-03-22T22:43:49.920373
DL51EV1543,2694_23_15,2694,23:25:09,20260322,28.64332389831543,77.31614685058594,0.0,1774218970,2026-03-22T22:43:49.920373
DL51GD9236,2232_3_36,2232,03:36:10,20260323,28.54258918762207,77.22135925292969,0.0,1774218959,2026-03-22T22:43:49.920373
DL51GD9605,1295_4_6,1295,04:06:31,20260323,28.563610076904297,77.12140655517578,0.0,1774218937,2026-03-22T22:43:49.920373
DL51EV2539,2694_22_40,2694,22:56:36,20260322,28.643245697021484,77.31625366210938,0.0,1774218894,2026-03-22T22:43:49.920373
DL1PD6773,1933_3_51,1933,03:51:05,20260323,28.538352966308594,77.26760864257812,0.0,1774218866,2026-03-22T22:43:49.920373
DL51GD3396,1482_22_42,1482,22:42:26,20260322,28.521821975708008,77.08246612548828,0.0,1774218590,2026-03-22T22:43:49.920373
DL1PD4212,241_4_10,241,04:10:38,20260323,28.697898864746094,77.02881622314453,0.0,1774219392,2026-03-22T22:43:49.920373
DL1PD4884,884_4_7,884,04:07:33,20260323,28.568639755249023,76.97650909423828,0.0,1774219395,2026-03-22T22:43:49.920373
DL1PD5790,1198_4_7,1198,04:07:33,20260323,28.549301147460938,76.93098449707031,0.0,1774219396,2026-03-22T22:43:49.920373
DL51GD8688,2549_4_3,2549,04:03:26,20260323,28.6994571685791,77.12297821044922,0.0,1774219702,2026-03-22T22:48:50.041919
DL51EV9669,1996_4_11,1996,04:11:40,20260323,28.660343170166016,77.23146057128906,0.0,1774219702,2026-03-22T22:48:50.041919
DL51EV4118,2250_4_14,2250,04:14:45,20260323,28.690282821655273,77.15326690673828,0.0,1774219702,2026-03-22T22:48:50.041919
DL1PD8107,2449_4_11,2449,04:11:40,20260323,28.682605743408203,77.0254898071289,0.0,1774219701,2026-03-22T22:48:50.041919
DL51GD2254,1487_22_00,1487,23:17:52,20260322,28.64029312133789,77.23286437988281,0.0,1774219701,2026-03-22T22:48:50.041919
DL51EV3504,2395_3_56,2395,03:56:14,20260323,28.708114624023438,77.17781066894531,0.0,1774219701,2026-03-22T22:48:50.041919
DL51GD8956,1483_02_55,1483,04:03:26,20260323,28.61191177368164,77.09110260009766,0.0,1774219700,2026-03-22T22:48:50.041919
DL51EV8835,1899_02_40,1899,03:52:07,20260323,28.62632179260254,77.24127960205078,0.0,1774219700,2026-03-22T22:48:50.041919
DL51GD9010,1295_4_13,1295,04:13:43,20260323,28.556049346923828,77.08563232421875,0.0,1774219700,2026-03-22T22:48:50.041919
DL51GD9686,2379_4_6,2379,04:06:31,20260323,28.74526023864746,77.11202239990234,0.0,1774219700,2026-03-22T22:48:50.041919
DL51GD3318,1481_01_55,1481,03:33:05,20260323,28.662961959838867,77.23268127441406,0.0,1774219699,2026-03-22T22:48:50.041919
DL51EV2595,1693_3_50,1693,03:50:03,20260323,28.700897216796875,77.2933578491211,0.0,1774219698,2026-03-22T22:48:50.041919
DL51GD9629,2379_4_14,2379,04:14:45,20260323,28.730571746826172,77.12235260009766,0.0,1774219698,2026-03-22T22:48:50.041919
DL51EV1716,1693_4_1,1693,04:01:22,20260323,28.681785583496094,77.2743911743164,0.0,1774219698,2026-03-22T22:48:50.041919
DL51EV1725,2694_22_00,2694,22:11:52,20260322,28.670963287353516,77.23127746582031,0.0,1774219698,2026-03-22T22:48:50.041919
DL51EV0935,2395_4_5,2395,04:05:29,20260323,28.693737030029297,77.15455627441406,0.0,1774219698,2026-03-22T22:48:50.041919
DL51GD9668,1484_03_15,1484,03:33:05,20260323,28.621152877807617,77.07035064697266,0.0,1774219698,2026-03-22T22:48:50.041919
DL51GD9045,2918_3_55,2918,03:55:12,20260323,28.556678771972656,77.08524322509766,0.0,1774219697,2026-03-22T22:48:50.041919
DL1PD6726,1485_02_30,1485,04:06:31,20260323,28.636980056762695,77.14166259765625,0.0,1774219697,2026-03-22T22:48:50.041919
DL51GD8784,2206_3_33,2206,03:33:05,20260323,28.65087127685547,77.1551284790039,0.0,1774219697,2026-03-22T22:48:50.041919
DL51EV8682,2455_3_58,2455,03:58:17,20260323,28.680784225463867,77.08219146728516,0.0,1774219697,2026-03-22T22:48:50.041919
DL51GD8411,1483_3_33,1483,03:33:05,20260323,28.644412994384766,77.316650390625,0.0,1774219696,2026-03-22T22:48:50.041919
DL51GD9236,2232_3_36,2232,03:36:10,20260323,28.548368453979492,77.2554931640625,0.0,1774219696,2026-03-22T22:48:50.041919
DL51EV3103,1497_04_25,1497,04:07:33,20260323,28.651458740234375,77.31898498535156,0.0,1774219696,2026-03-22T22:48:50.041919
DL51EV3533,1577_3_55,1577,03:55:12,20260323,28.80702018737793,77.14080810546875,0.0,1774219696,2026-03-22T22:48:50.041919
DL51EV1678,2066_3_44,2066,03:44:24,20260323,28.52301788330078,77.08306884765625,0.0,1774219696,2026-03-22T22:48:50.041919
DL1PD6948,2530_4_6,2530,04:06:31,20260323,28.647415161132812,77.317626953125,0.0,1774219696,2026-03-22T22:48:50.041919
DL1PD6960,1483_3_33,1483,03:33:05,20260323,28.642009735107422,77.22388458251953,0.0,1774219696,2026-03-22T22:48:50.041919
DL51EV1814,2250_4_2,2250,04:02:24,20260323,28.70724105834961,77.17874908447266,0.0,1774219696,2026-03-22T22:48:50.041919
DL51EV0946,1495_02_25,1495,04:06:31,20260323,28.55690574645996,77.09056854248047,0.0,1774219696,2026-03-22T22:48:50.041919
DL51EV1047,2549_4_10,2549,04:10:38,20260323,28.67888832092285,77.2242431640625,0.0,1774219696,2026-03-22T22:48:50.041919
DL51GD8570,2287_04_05,2287,04:10:38,20260323,28.623977661132812,77.06354522705078,0.0,1774219695,2026-03-22T22:48:50.041919
DL51GD3421,1490_3_50,1490,03:50:03,20260323,28.676292419433594,77.11943054199219,0.0,1774219695,2026-03-22T22:48:50.041919
DL51GD3294,1463_3_43,1463,03:43:22,20260323,28.655548095703125,77.20378875732422,0.0,1774219695,2026-03-22T22:48:50.041919
DL51GD2638,1482_23_55,1482,23:58:53,20260322,28.57404899597168,77.14037322998047,0.0,1774219695,2026-03-22T22:48:50.041919
DL51EV0861,1665_4_6,1665,04:06:31,20260323,28.70355224609375,77.21073913574219,0.0,1774219695,2026-03-22T22:48:50.041919
DL51EV9768,2226_3_33,2226,03:33:05,20260323,28.66620635986328,77.22151184082031,0.0,1774219695,2026-03-22T22:48:50.041919
DL51EV3116,2066_3_33,2066,03:33:05,20260323,28.522855758666992,77.08289337158203,0.0,1774219695,2026-03-22T22:48:50.041919
DL1PD8178,2433_18_37,2433,18:37:12,20260322,28.68293571472168,77.02206420898438,0.0,1774219694,2026-03-22T22:48:50.041919
DL51EV3503,2395_4_5,2395,04:05:29,20260323,28.709274291992188,77.17536926269531,0.0,1774219694,2026-03-22T22:48:50.041919
DL51EV1973,2433_04_30,2433,04:17:50,20260323,28.675682067871094,77.12445831298828,0.0,1774219694,2026-03-22T22:48:50.041919
DL51EV8959,1900_04_10,1900,04:17:50,20260323,28.666751861572266,77.221435546875,0.0,1774219694,2026-03-22T22:48:50.041919
DL51GD2546,1488_03_20,1488,03:35:08,20260323,28.693191528320312,77.15562438964844,0.0,1774219694,2026-03-22T22:48:50.041919
DL51GD2280,2860_4_6,2860,04:06:31,20260323,28.734865188598633,77.01405334472656,0.0,1774219694,2026-03-22T22:48:50.041919
DL51EV4204,1776_23_30,1776,23:45:26,20260322,28.69123649597168,77.30968475341797,0.0,1774219694,2026-03-22T22:48:50.041919
DL51GD9673,1484_03_10,1484,03:33:05,20260323,28.625534057617188,77.06551361083984,0.0,1774219694,2026-03-22T22:48:50.041919
DL51EV1779,2694_23_00,2694,22:58:42,20260322,28.64483070373535,77.31563568115234,0.0,1774219693,2026-03-22T22:48:50.041919
DL1PD7589,1719_4_16,1719,04:16:48,20260323,28.643117904663086,77.18064880371094,0.0,1774219693,2026-03-22T22:48:50.041919
DL51EV1407,1693_3_44,1693,03:44:24,20260323,28.68230438232422,77.33111572265625,0.0,1774219693,2026-03-22T22:48:50.041919
